id,created_at,powder_color,color_family,manufacturer,product_code,gloss_level,finish,metallic,needs_clear,int_ext,additional_code,msds_url,sds_url,web_link,notes,cure_schedule,additional_info,aliases,price_per_kg,charge_per_lb,weight_box_kg,last_price_check,in_stock,shipping_cost,picture_url
43,2025-10-01T19:03:02.876688,RAL 1001,,Tiger Drylac,149/15190,,,False,False,,,,,,,,,,,,,,,,
42,2025-10-01T19:03:02.876548,RAL 1001 SD,,Tiger Drylac,138/15001,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,17.88,10.137801,20.0,,3.8,,
44,2025-10-01T19:03:02.876861,RAL 1002,,Tiger Drylac,149/22590,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,30.09,17.060762,20.0,,0.0,,
45,2025-10-01T19:03:02.876998,RAL 1002 SD,,Tiger Drylac,138/20002,,,False,False,,,,,,,,,,,,,,,,
46,2025-10-01T19:03:02.877161,RAL 1013,,Tiger Drylac,149/11280,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,19.35,10.971278,9.0,,22.0,,
47,2025-10-01T19:03:02.877318,RAL 1014,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,12.95,7.342535,10.0,,,,
50,2025-10-01T19:03:02.877913,RAL 1018,,Tiger Drylac,nan,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,19.16,10.86355,20.0,,50.0,,
51,2025-10-01T19:03:02.878093,RAL 1019,,Tiger Drylac,149/13660,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,19.35,10.971278,20.0,,3.0,,
52,2025-10-01T19:03:02.878235,RAL 1021,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
48,2025-10-01T19:03:02.877557,RAL 1023,,Tiger Drylac,nan,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,21.95,12.445456,25.0,,26.8,,
53,2025-10-01T19:03:02.878411,RAL 1028,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
54,2025-10-01T19:03:02.878580,RAL 1034,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,31.64,17.9396,1.0,,0.0,,
55,2025-10-01T19:03:02.878712,RAL 2001,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
56,2025-10-01T19:03:02.878876,RAL 3002,,Tiger Drylac,149/31110,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,31.05,17.605074,25.0,,34.2,,
57,2025-10-01T19:03:02.879009,RAL 3003,,Tiger Drylac,nan,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,20.98,11.895474,20.0,,32.4,,
58,2025-10-01T19:03:02.879166,RAL 3005,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,19.16,10.86355,25.0,,21.6,,
59,2025-10-01T19:03:02.879310,RAL 3007,,Tiger Drylac,149/31910,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,29.93,16.970045,20.0,,15.2,,
60,2025-10-01T19:03:02.879447,RAL4002,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
61,2025-10-01T19:03:02.879626,RAL 4006,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
62,2025-10-01T19:03:02.879853,RAL 5000,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,0.0,,
63,2025-10-01T19:03:02.880024,RAL 5001,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
64,2025-10-01T19:03:02.880171,RAL 5002,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,22.21,12.592874,25.0,,5.2,,
65,2025-10-01T19:03:02.880305,RAL 5003,,Tiger Drylac,149/42230,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,22.48,12.745961,20.0,,0.0,,
66,2025-10-01T19:03:02.880439,RAL 5004,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,23.54,13.3469715,20.0,,38.0,,
67,2025-10-01T19:03:02.880590,RAL 5008,,Tiger Drylac,149/42260,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,22.48,12.745961,20.0,,41.8,,
68,2025-10-01T19:03:02.880724,RAL 5013,,Tiger Drylac,149/42310,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,21.15,11.991862,25.0,,13.8,,
69,2025-10-01T19:03:02.880867,RAL 5015,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,17.88,10.137801,20.0,,,,
70,2025-10-01T19:03:02.881052,RAL 5018,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,21.84,12.383086,20.0,,0.0,,
71,2025-10-01T19:03:02.881189,RAL 5019,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,14.35,8.136323,8.5,,2.0,,
72,2025-10-01T19:03:02.881340,RAL 5020,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,0.0,,
73,2025-10-01T19:03:02.881578,RAL 5024,,Tiger Drylac,149/44660,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,23.93,13.568098,20.0,,,,
74,2025-10-01T19:03:02.881833,Ral 6002,,Tiger Drylac,nan,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,30.63,17.366938,1.0,,,,
75,2025-10-01T19:03:02.882002,RAL 6004,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
76,2025-10-01T19:03:02.882153,RAL 6005,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,10.15,5.75496,20.0,,,,
77,2025-10-01T19:03:02.882305,RAL 6009,,Tiger Drylac,149/52840,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,22.48,12.745961,20.0,,0.0,,
78,2025-10-01T19:03:02.882444,RAL 6011,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,0.0,,
79,2025-10-01T19:03:02.882615,RAL 6012,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
80,2025-10-01T19:03:02.882760,RAL 6013,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
81,2025-10-01T19:03:02.882911,RAL 6017,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
82,2025-10-01T19:03:02.883056,RAL 6018,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,14.35,8.136323,25.0,,0.0,,
83,2025-10-01T19:03:02.883216,RAL 6019,,Tiger Drylac,nan,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,,,1.0,,,,
84,2025-10-01T19:03:02.883359,RAL 6024,,Tiger Drylac,nan,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,19.62,11.124366,25.0,,,,
85,2025-10-01T19:03:02.883512,RAL 6026,,Tiger Drylac,149/52660,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,25.41,14.407245,20.0,,3.4,,
86,2025-10-01T19:03:02.883643,RAL 7000,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,0.0,,
87,2025-10-01T19:03:02.883817,RAL 7001,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,14.57,8.261061,20.0,,,,
88,2025-10-01T19:03:02.883963,RAL 7002,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,12.34,6.9966707,25.0,,32.8,,
89,2025-10-01T19:03:02.884128,RAL 7003,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,0.0,0.0,25.0,,0.0,,
90,2025-10-01T19:03:02.884264,RAL 7004 SD,,Tiger Drylac,138/70004,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,35.8,20.298283,20.0,,11.8,,
91,2025-10-01T19:03:02.884583,RAL 7012,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,16.87,9.565141,20.0,,9.4,,
92,2025-10-01T19:03:02.884787,RAL 7015,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,21.59,12.241339,20.0,,43.2,,
93,2025-10-01T19:03:02.884941,RAL 7022,,Tiger Drylac,149/72850,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,13.92,7.8925166,20.0,,15.2,,
94,2025-10-01T19:03:02.885105,RAL 7023,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
95,2025-10-01T19:03:02.885272,RAL 7030,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,1.0,,,,
96,2025-10-01T19:03:02.885417,RAL 7031,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,19.62,11.124366,20.0,,,,
97,2025-10-01T19:03:02.885619,RAL 7032,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,16.87,9.565141,25.0,,,,
98,2025-10-01T19:03:02.885758,RAL 7033,,Tiger Drylac,nan,Semi Gloss,,False,False,,,,,,,,,,,,,,,,
99,2025-10-01T19:03:02.885969,RAL 7035,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,9.29,5.267348,25.0,,26.0,,
100,2025-10-01T19:03:02.886117,RAL 7037,,Tiger Drylac,149/72480,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,19.35,10.971278,1.0,,14.0,,
101,2025-10-01T19:03:02.886253,RAL 7038,,Tiger Drylac,149/72470,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,19.35,10.971278,25.0,,9.6,,
102,2025-10-01T19:03:02.886398,RAL 7039,,Tiger Drylac,149/71020,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,21.15,11.991862,20.0,,17.4,,
103,2025-10-01T19:03:02.886538,RAL 7040,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,16.87,9.565141,20.0,,0.0,,
105,2025-10-01T19:03:02.886809,RAL 7044,,Tiger Drylac,138/70044,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,31.08,17.622084,20.0,,6.8,,
104,2025-10-01T19:03:02.886673,RAL 7044T,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,15.19,8.612596,25.0,,0.0,,
106,2025-10-01T19:03:02.886948,RAL 7045,,Tiger Drylac,138/70045,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,18.45,10.460986,20.0,,,,
107,2025-10-01T19:03:02.887144,RAL 7046,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,19.56,11.090346,20.0,,31.0,,
108,2025-10-01T19:03:02.887407,RAL 7047,,Tiger Drylac,38/70047,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,22.78,12.916059,20.0,,5.0,,
109,2025-10-01T19:03:02.887604,RAL 7047M,,Tiger Drylac,nan,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,12.34,6.9966707,25.0,,5.0,,
110,2025-10-01T19:03:02.887748,RAL 8007,Brown,Tiger Drylac,,Semi-Gloss,Smooth,False,False,Exterior,,,,,,,,,,,25.0,,5.0,,
111,2025-10-01T19:03:02.887994,RAL 8016,,Tiger Drylac,049/66080,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,21.15,11.991862,25.0,,10.0,,
112,2025-10-01T19:03:02.888135,RAL 8016 SD,,Tiger Drylac,138/60016,,,False,False,,,,,,,,,,,,,,,,
113,2025-10-01T19:03:02.888331,RAL 8019,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,16.87,9.565141,20.0,,0.0,,
114,2025-10-01T19:03:02.888476,RAL 8028,,Tiger Drylac,nan,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,,,1.0,,,,
115,2025-10-01T19:03:02.888650,RAL 9002,,Tiger Drylac,149/70520,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,19.35,10.971278,10.0,,,,
116,2025-10-01T19:03:02.888790,RAL 9003,,Tiger Drylac,149/11400,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,19.35,10.971278,20.0,,22.0,,
118,2025-10-01T19:03:02.889114,RAL 9005,,Tiger Drylac,49/82830,Semi Gloss,Smooth,False,True,Exterior,,,,,,,,,22.12,12.541844,20.0,,,,
117,2025-10-01T19:03:02.888929,RAL 9005 R/T,,Tiger Drylac,nan,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,,,,,,,
119,2025-10-01T19:03:02.889254,RAL 9006,,Tiger Drylac,nan,Semi Gloss,Smooth,True,False,Exterior,,,,,,,,,36.71,20.814245,20.0,,,,
120,2025-10-01T19:03:02.889400,RAL 9007,,Tiger Drylac,nan,Semi Gloss,Smooth,True,False,Exterior,,,,,,,,,19.48,11.044988,21.0,,,,
29,2025-10-01T19:03:02.874178,Safety Yellow,,Tiger Drylac,139/20020,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,18.36,10.409957,20.0,,24.8,,
30,2025-10-01T19:03:02.874308,Sahara Gold,,Tiger Drylac,49/90137,Semi Gloss,Smooth,True,False,Exterior,,,,,,,,,36.76,20.842594,2.5,,3.6,,
11,2025-10-01T19:03:02.871178,SD Black Super Tex,Black,Tiger Drylac,059/81073,Matte,Texture,False,False,Exterior,,,,,,,,Black Sandtex,22.31,12.649572,20.0,,44.0,,
31,2025-10-01T19:03:02.874447,SD Gloss White,,Tiger Drylac,138/11164,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,11.55,6.5487475,20.0,,,,
32,2025-10-01T19:03:02.874652,Sea Shell White,,Tiger Drylac,38/10130,Semi Gloss,Texture,False,False,Exterior,,,,,,,,,32.36,18.347834,20.0,,110.0,,
38,2025-10-01T19:03:02.875712,Semi-White-Matte,,Tiger Drylac,039/10040,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,14.24,8.073954,25.0,,14.8,,
1,2025-10-01T04:23:57.241615,Solar Flat Black,Black,Tiger Drylac,44/80060,Flat,Smooth,False,False,Interior / Exterior,,,,,,,,,20.0,14.174778,20.0,,,5.0,
33,2025-10-01T19:03:02.874790,Solar Flat Blk,,Tiger Drylac,044/80060,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,18.36,10.409957,20.0,,25.0,,
122,2025-10-02T03:05:49.473326,Test Blue,,Tiger Drylac,,,,False,False,,,,,https://www.tigerdrylac.com/test-blue,,,,,,,,,,,
123,2025-10-02T03:05:49.474102,Test Green,,Tiger Drylac,,,,False,False,,,,,https://www.tigerdrylac.com/test-green,,,,,,,,,,,
121,2025-10-02T03:05:49.469828,Test Red,,Tiger Drylac,,,,False,False,,,,,https://www.tigerdrylac.com/test-red,,,,,,,,,,,
39,2025-10-01T19:03:02.875982,Wet Black,Black,Tiger Drylac,,Gloss,Smooth,False,False,Exterior,,,,,,,,Gloss Black,11.77,6.6734858,20.0,,38.0,,
40,2025-10-01T19:03:02.876164,WWWhite,,Tiger Drylac,459/10110,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,8.25,4.6776767,25.0,,0.0,,
20,2025-10-01T19:03:02.872729,ZF Flex Primer,,Tiger Drylac,09/74425,Semi Gloss,Smooth,False,False,Exterior,,,,,,,,,16.36,9.275975,20.0,,46.0,,
